0,1,4,0,201317,4.05284e+10,4
0,1,11,0,139793,2.1165e+10,8
2,1,9,0,225169,5.78545e+10,6
2,1,17,0,239341,9.27739e+10,12
0,1,10,0,293782,1.1935e+11,6
1,1,17,0,271107,1.07314e+11,12
0,1,6,0,128098,1.75491e+10,5
0,1,17,0,197892,6.64382e+10,12
0,1,3,0,210301,4.42265e+10,3
1,1,25,0,305936,1.13912e+11,17
0,1,7,0,102088,1.0537e+10,6
0,1,13,0,272784,8.56324e+10,8
3,1,30,0,227573,7.69471e+10,17
2,1,37,0,237796,8.16375e+10,26
3,0,39,1,230674,7.05313e+10,25
2,1,27,0,262555,8.01903e+10,20
0,1,8,0,126529,1.72404e+10,6
1,1,20,0,298883,9.94608e+10,14
1,1,16,0,158177,3.58474e+10,10
3,1,25,0,309388,1.05547e+11,15
1,1,24,0,210067,6.32115e+10,15
3,1,19,0,205212,4.61634e+10,12
1,1,8,0,249611,9.0617e+10,6
0,1,9,0,103219,1.06753e+10,8
2,1,20,0,208601,5.02342e+10,13
3,1,35,0,132619,2.97158e+10,20
0,1,15,0,143486,2.68773e+10,11
0,1,4,0,71760.3,5.14954e+09,4
2,1,14,0,153493,3.17572e+10,10
3,1,25,0,169214,3.68805e+10,16
0,1,7,0,115774,1.34659e+10,5
3,1,35,0,240533,6.76108e+10,24
0,1,4,0,66793.6,4.46139e+09,4
2,1,33,0,198637,4.67859e+10,23
0,1,8,0,268820,7.40345e+10,4
0,1,15,0,134363,2.64078e+10,9
3,0,39,1,248614,6.59657e+10,27
4,1,27,0,249660,6.94363e+10,17
0,1,9,0,206942,5.6587e+10,7
3,0,39,1,217545,5.43788e+10,26
0,1,6,0,128383,1.8764e+10,5
2,1,19,0,278453,8.05e+10,13
4,0,39,1,194725,4.75355e+10,26
2,1,13,0,190933,4.91503e+10,8
0,1,29,0,224045,6.03861e+10,20
2,1,25,0,196909,4.09854e+10,19
0,1,10,0,117149,1.51289e+10,8
4,0,39,1,258257,7.17588e+10,25
1,1,19,0,143569,2.31661e+10,13
0,1,16,0,245537,7.1314e+10,12
1,1,16,0,296752,9.10407e+10,11
3,0,39,1,229310,6.13802e+10,27
1,0,39,0,239894,6.84022e+10,27
1,1,9,0,142531,3.36057e+10,5
0,1,7,0,266481,9.48038e+10,4
0,1,14,0,190649,4.53815e+10,10
0,1,3,0,156022,2.51527e+10,2
0,1,4,0,44862,2.0126e+09,4
2,1,31,0,267744,7.64532e+10,21
2,1,15,0,174032,4.05401e+10,9
2,1,15,0,174156,3.24148e+10,11
2,1,17,0,217543,4.7695e+10,14
2,0,39,1,210480,5.25149e+10,25
0,1,7,0,96774,9.40752e+09,6
1,1,16,0,160991,2.62672e+10,12
1,1,15,0,142077,2.29983e+10,10
0,1,4,0,76324.2,5.82538e+09,4
1,1,18,0,144108,2.60289e+10,11
2,1,19,0,206223,5.31617e+10,13
0,1,6,0,180237,4.48588e+10,4
0,1,3,0,94891.6,9.07085e+09,2
3,0,39,1,239564,6.76378e+10,25
0,1,8,0,144542,3.20226e+10,6
0,1,7,0,84733.1,7.412e+09,6
2,1,17,0,185888,4.67779e+10,11
3,1,21,0,219290,5.83794e+10,15
1,1,13,0,174035,3.59809e+10,9
1,1,23,0,146797,2.8443e+10,17
3,1,28,0,199039,4.40297e+10,20
1,1,12,0,177658,3.63939e+10,9
1,1,18,0,139966,2.28887e+10,13
1,1,12,0,112502,1.59531e+10,7
1,1,15,0,182717,4.42467e+10,8
0,1,9,0,173366,4.52044e+10,8
0,1,7,0,144773,2.78886e+10,5
1,1,8,0,118463,1.46573e+10,4
2,1,21,0,183154,3.8708e+10,13
2,1,19,0,225292,5.45889e+10,13
1,0,39,0,178651,3.72222e+10,25
3,1,27,0,182168,4.2675e+10,17
0,1,12,0,134539,2.40134e+10,8
0,1,6,0,112164,1.28877e+10,4
1,1,10,0,269074,8.28564e+10,7
3,1,29,0,207689,4.73138e+10,20
0,1,3,0,118388,1.49054e+10,1
2,1,20,0,124058,1.60733e+10,14
3,1,31,0,154950,2.94396e+10,20
3,0,39,1,123293,1.72818e+10,27
2,1,35,0,105248,1.15504e+10,24
4,0,39,1,106219,1.16801e+10,27
