0,1,10,0,691.514,5.22937e+06,0.5
2,1,9,0,804.718,6.41382e+06,0.5
0,1,11,0,2428.76,2.40098e+07,0.5
2,1,30,0,2175.92,2.10341e+07,0.5
4,1,31,0,2799.07,2.79543e+07,0.5
1,0,39,0,2325.08,2.41609e+07,0.5
1,0,39,0,2427.1,2.3715e+07,0.5
3,1,39,0,1732.15,1.73978e+07,0.5
4,0,39,1,2500.22,2.52084e+07,0.5
2,0,39,1,2719.3,2.71041e+07,0.5
2,0,39,1,2741.77,2.76044e+07,0.5
0,1,8,0,2034.01,1.86441e+07,0.5
3,1,25,0,2671.32,2.65542e+07,0.5
2,1,32,0,2150.29,2.17654e+07,0.5
3,0,39,1,1973.18,1.95833e+07,0.5
1,0,39,0,2277.34,2.31736e+07,0.5
2,0,39,1,2430.46,2.37015e+07,0.5
2,0,39,1,2249.74,2.25711e+07,0.5
1,0,39,0,1991.99,1.99098e+07,0.5
1,0,39,0,2082.62,2.17994e+07,0.5
2,0,39,1,2226.91,2.21185e+07,0.5
3,0,39,1,2495.54,2.51079e+07,0.5
2,0,39,1,2281.56,2.32629e+07,0.5
4,0,39,1,2727.55,2.70712e+07,0.5
3,0,39,1,2503.81,2.51558e+07,0.5
2,0,39,1,2776.53,2.8045e+07,0.5
0,1,15,0,1113.21,9.98901e+06,0.5
2,0,39,1,2697.13,2.6494e+07,0.5
2,1,14,0,1218.73,1.11221e+07,0.5
2,0,39,1,2836.11,2.94067e+07,0.5
3,0,39,1,2545.86,2.60454e+07,0.5
4,0,39,1,2807.83,2.87783e+07,0.5
3,0,39,1,2470.09,2.4622e+07,0.5
0,0,39,0,2535.48,2.58697e+07,0.5
3,0,39,1,2313.47,2.39364e+07,0.5
3,0,39,1,2266.57,2.28827e+07,0.5
2,0,39,1,2698.65,2.65565e+07,0.5
2,0,39,1,2605.57,2.73096e+07,0.5
0,1,8,0,919.137,7.56424e+06,0.5
3,0,39,1,2651.61,2.58535e+07,0.5
3,0,39,1,2190.91,2.1456e+07,0.5
1,1,32,0,2644.79,2.57872e+07,0.5
2,0,39,1,2019.8,2.05761e+07,0.5
2,0,39,1,2743.39,2.75717e+07,0.5
3,0,39,1,2317.79,2.39833e+07,0.5
0,1,10,0,578.367,3.65069e+06,0.5
3,0,39,1,2874.69,3.01516e+07,0.5
1,1,19,0,1810.17,1.64883e+07,0.5
1,0,39,0,2250.48,2.25495e+07,0.5
3,0,39,1,2532.14,2.57315e+07,0.5
2,1,31,0,2489.46,2.48054e+07,0.5
1,0,39,0,1708.85,1.67383e+07,0.5
2,1,24,0,1578.21,1.55712e+07,0.5
1,0,39,0,2246,2.25948e+07,0.5
0,0,39,0,2239.37,2.23289e+07,0.5
2,0,39,1,2461.6,2.43701e+07,0.5
1,0,39,0,2638.41,2.55038e+07,0.5
2,1,17,0,1011.24,9.25532e+06,0.5
1,0,39,0,2247.22,2.24592e+07,0.5
2,1,15,0,4202.25,4.04242e+07,0.5
4,0,39,1,2491.73,2.50391e+07,0.5
1,1,31,0,1741.23,1.63006e+07,0.5
1,0,39,0,2287.38,2.33187e+07,0.5
3,1,33,0,2619.89,2.59689e+07,0.5
1,0,39,0,2457.55,2.43335e+07,0.5
1,1,17,0,2150.88,2.1008e+07,0.5
1,0,39,0,2521.75,2.5519e+07,0.5
3,0,39,1,2375.31,2.52071e+07,0.5
3,1,31,0,2312.65,2.46345e+07,0.5
0,0,39,0,2597.67,2.72881e+07,0.5
4,0,39,1,2667.58,2.86803e+07,0.5
2,0,39,1,2925.61,3.14449e+07,0.5
2,0,39,1,2463.09,2.73371e+07,0.5
1,0,39,0,2306.74,2.36537e+07,0.5
1,1,12,0,531.769,3.64338e+06,0.5
1,0,39,0,2275.52,2.30777e+07,0.5
3,0,39,1,2805.33,2.87548e+07,0.5
1,1,37,0,2147.18,2.19013e+07,0.5
1,0,39,0,2251.21,2.25691e+07,0.5
1,1,11,0,3890.11,3.66261e+07,0.5
2,1,21,0,2057.26,1.88927e+07,0.5
2,0,39,1,2688.29,2.65416e+07,0.5
1,0,39,0,2336.65,2.19236e+07,0.5
0,1,16,0,1040.97,9.24174e+06,0.5
1,1,10,0,721.398,5.68709e+06,0.5
2,1,29,0,2476.68,2.30547e+07,0.5
0,1,12,0,571.23,4.20833e+06,0.5
2,0,39,1,2345.26,2.21233e+07,0.5
1,0,39,0,2117.65,1.99819e+07,0.5
3,0,39,1,2302,2.12205e+07,0.5
1,1,12,0,1299.62,1.10477e+07,0.5
3,0,39,1,2150.84,2.05794e+07,0.5
0,1,22,0,1185.18,1.08452e+07,0.5
3,0,39,1,2538.99,2.35492e+07,0.5
1,1,20,0,2436.74,2.08806e+07,0.5
2,0,39,1,2439.54,2.18932e+07,0.5
2,0,39,1,2176.06,1.94635e+07,0.5
3,0,39,1,2077.81,1.68146e+07,0.5
3,0,39,1,2078.65,1.66414e+07,0.5
3,0,39,1,1711.67,1.27978e+07
